county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Thomas,Merrillville,State Senator,11,L,JEFFREY G. BIVINS,10,0,10,0,0
Thomas,Metcalfe,State Senator,11,L,JEFFREY G. BIVINS,2,0,2,0,0
Thomas,New Covenant,State Senator,11,L,JEFFREY G. BIVINS,7,0,7,0,0
Thomas,Ochlocknee,State Senator,11,L,JEFFREY G. BIVINS,4,0,4,0,0
Thomas,Patten,State Senator,11,L,JEFFREY G. BIVINS,0,0,0,0,0
Thomas,Remington ESC,State Senator,11,L,JEFFREY G. BIVINS,11,0,8,3,0
Thomas,Resource Center,State Senator,11,L,JEFFREY G. BIVINS,25,2,20,3,0
Thomas,Scott,State Senator,11,L,JEFFREY G. BIVINS,14,0,12,2,0
Thomas,,State Senator,11,R,DEAN BURKE,526,0,451,75,0
Thomas,Central,State Senator,11,R,DEAN BURKE,51,0,40,11,0
Thomas,Coolidge,State Senator,11,R,DEAN BURKE,21,0,20,1,0
Thomas,Douglass,State Senator,11,R,DEAN BURKE,4,0,4,0,0
Thomas,Ellabelle,State Senator,11,R,DEAN BURKE,37,0,30,7,0
Thomas,Fire Station 2,State Senator,11,R,DEAN BURKE,57,0,56,1,0
Thomas,Harper,State Senator,11,R,DEAN BURKE,17,0,12,5,0
Thomas,Jerger,State Senator,11,R,DEAN BURKE,84,0,74,10,0
Thomas,Meigs,State Senator,11,R,DEAN BURKE,27,0,25,2,0
Thomas,Merrillville,State Senator,11,R,DEAN BURKE,16,0,13,3,0
Thomas,Metcalfe,State Senator,11,R,DEAN BURKE,7,0,6,1,0
Thomas,New Covenant,State Senator,11,R,DEAN BURKE,60,0,52,8,0
Thomas,Ochlocknee,State Senator,11,R,DEAN BURKE,37,0,32,5,0
Thomas,Patten,State Senator,11,R,DEAN BURKE,6,0,6,0,0
Thomas,Remington ESC,State Senator,11,R,DEAN BURKE,39,0,30,9,0
Thomas,Resource Center,State Senator,11,R,DEAN BURKE,8,0,6,2,0
Thomas,Scott,State Senator,11,R,DEAN BURKE,55,0,45,10,0
Thomas,,State Senator,11,R,BRAD HUGHES,79,0,64,15,0
Thomas,Central,State Senator,11,R,BRAD HUGHES,10,0,8,2,0
Thomas,Coolidge,State Senator,11,R,BRAD HUGHES,7,0,6,1,0
Thomas,Douglass,State Senator,11,R,BRAD HUGHES,2,0,2,0,0
Thomas,Ellabelle,State Senator,11,R,BRAD HUGHES,5,0,5,0,0
Thomas,Fire Station 2,State Senator,11,R,BRAD HUGHES,1,0,1,0,0
Thomas,Harper,State Senator,11,R,BRAD HUGHES,3,0,3,0,0
Thomas,Jerger,State Senator,11,R,BRAD HUGHES,6,0,3,3,0
Thomas,Meigs,State Senator,11,R,BRAD HUGHES,1,0,1,0,0
Thomas,Merrillville,State Senator,11,R,BRAD HUGHES,3,0,3,0,0
Thomas,Metcalfe,State Senator,11,R,BRAD HUGHES,1,0,1,0,0
Thomas,New Covenant,State Senator,11,R,BRAD HUGHES,8,0,6,2,0
Thomas,Ochlocknee,State Senator,11,R,BRAD HUGHES,12,0,12,0,0
Thomas,Patten,State Senator,11,R,BRAD HUGHES,0,0,0,0,0
Thomas,Remington ESC,State Senator,11,R,BRAD HUGHES,6,0,2,4,0
Thomas,Resource Center,State Senator,11,R,BRAD HUGHES,1,0,1,0,0
Thomas,Scott,State Senator,11,R,BRAD HUGHES,13,0,10,3,0
Thomas,,State Senator,11,R,MIKE KEOWN,1758,2,1309,447,0
Thomas,Central,State Senator,11,R,MIKE KEOWN,215,0,148,67,0
Thomas,Coolidge,State Senator,11,R,MIKE KEOWN,148,0,118,30,0
Thomas,Douglass,State Senator,11,R,MIKE KEOWN,32,0,22,10,0
Thomas,Ellabelle,State Senator,11,R,MIKE KEOWN,117,0,95,22,0
Thomas,Fire Station 2,State Senator,11,R,MIKE KEOWN,148,0,109,39,0
Thomas,Harper,State Senator,11,R,MIKE KEOWN,49,0,36,13,0
Thomas,Jerger,State Senator,11,R,MIKE KEOWN,134,0,96,38,0
Thomas,Meigs,State Senator,11,R,MIKE KEOWN,52,0,45,7,0
Thomas,Merrillville,State Senator,11,R,MIKE KEOWN,65,0,58,7,0
Thomas,Metcalfe,State Senator,11,R,MIKE KEOWN,17,0,14,3,0
Thomas,New Covenant,State Senator,11,R,MIKE KEOWN,226,1,177,48,0
Thomas,Ochlocknee,State Senator,11,R,MIKE KEOWN,99,0,83,16,0
Thomas,Patten,State Senator,11,R,MIKE KEOWN,31,0,28,3,0
Thomas,Remington ESC,State Senator,11,R,MIKE KEOWN,174,1,117,56,0
Thomas,Resource Center,State Senator,11,R,MIKE KEOWN,10,0,6,4,0
Thomas,Scott,State Senator,11,R,MIKE KEOWN,241,0,157,84,0
Thomas,,State Senator,11,R,EUGENE MCNEASE,296,3,227,66,0
Thomas,Central,State Senator,11,R,EUGENE MCNEASE,19,2,15,2,0
Thomas,Coolidge,State Senator,11,R,EUGENE MCNEASE,3,0,2,1,0
Thomas,Douglass,State Senator,11,R,EUGENE MCNEASE,10,0,7,3,0
Thomas,Ellabelle,State Senator,11,R,EUGENE MCNEASE,3,0,2,1,0
Thomas,Fire Station 2,State Senator,11,R,EUGENE MCNEASE,31,0,27,4,0
Thomas,Harper,State Senator,11,R,EUGENE MCNEASE,27,0,20,7,0
Thomas,Jerger,State Senator,11,R,EUGENE MCNEASE,66,0,53,13,0
Thomas,Meigs,State Senator,11,R,EUGENE MCNEASE,5,0,5,0,0
Thomas,Merrillville,State Senator,11,R,EUGENE MCNEASE,7,0,4,3,0
Thomas,Metcalfe,State Senator,11,R,EUGENE MCNEASE,2,0,2,0,0
Thomas,New Covenant,State Senator,11,R,EUGENE MCNEASE,15,0,12,3,0
Thomas,Ochlocknee,State Senator,11,R,EUGENE MCNEASE,15,0,15,0,0
Thomas,Patten,State Senator,11,R,EUGENE MCNEASE,2,0,2,0,0
Thomas,Remington ESC,State Senator,11,R,EUGENE MCNEASE,30,1,22,7,0
Thomas,Resource Center,State Senator,11,R,EUGENE MCNEASE,11,0,8,3,0
Thomas,Scott,State Senator,11,R,EUGENE MCNEASE,50,0,31,19,0
